trip_id,employee_id,program_office,travel_date,travel_purpose,expense_type,amount,mileage,total_mileage_cost
TR00634,EMP0076,FIN,2024-05-11,Asset Movement,Air Transportation,463.95,,
TR00635,EMP0059,FIN,2023-11-14,Asset Management,Ground Transportation,77.26,,
TR00636,EMP0034,LOG,2024-09-22,Asset Management,Mileage,109.61,163.6,109.61
TR00637,EMP0138,ADMIN,2024-09-04,Asset Management,Ground Transportation,91.55,,
TR00638,EMP0015,LOG,2024-03-13,Asset Movement,Ground Transportation,126.81,,
TR00639,EMP0098,OPS,2024-01-07,Asset Management,Mileage,249.78,372.8,249.78
TR00640,EMP0041,FIN,2024-01-29,Asset Movement,Ground Transportation,125.68,,
TR00641,EMP0113,LOG,2024-08-10,Asset Management,Hotel/Lodging,166.0,,
TR00642,EMP0063,TRANS,2024-04-20,Asset Management,Mileage,384.45,573.8,384.45
TR00643,EMP0032,OPS,2024-07-14,Asset Management,Mileage,105.53,157.5,105.53
TR00644,EMP0092,FIN,2023-11-17,Asset Movement,Ground Transportation,101.16,,
TR00645,EMP0020,ADMIN,2024-03-21,Asset Movement,Mileage,412.45,615.6,412.45
TR00646,EMP0128,PMO,2024-01-12,Asset Management,Mileage,210.78,314.6,210.78
TR00647,EMP0086,TRANS,2024-02-17,Asset Movement,Mileage,28.94,43.2,28.94
TR00648,EMP0029,FIN,2023-11-27,Asset Movement,Air Transportation,277.98,,
TR00649,EMP0119,PMO,2023-12-08,Asset Management,Air Transportation,636.94,,
TR00650,EMP0021,PMO,2024-01-31,Asset Management,Mileage,259.42,387.2,259.42
TR00651,EMP0006,OPS,2023-12-13,Asset Management,Ground Transportation,73.84,,
TR00652,EMP0140,OPS,2024-08-02,Asset Management,Air Transportation,939.31,,
TR00653,EMP0131,OPS,2024-08-30,Asset Movement,Hotel/Lodging,127.68,,
TR00654,EMP0016,ADMIN,2024-08-13,Asset Movement,Hotel/Lodging,223.52,,
TR00655,EMP0032,OPS,2024-02-02,Asset Movement,Mileage,196.85,293.8,196.85
TR00656,EMP0127,PMO,2024-06-27,Asset Movement,Hotel/Lodging,111.94,,
TR00657,EMP0066,PMO,2024-01-16,Asset Movement,Mileage,330.78,493.7,330.78
TR00658,EMP0078,FIN,2024-07-09,Asset Movement,Hotel/Lodging,248.6,,
TR00659,EMP0048,OPS,2024-02-01,Asset Movement,Air Transportation,625.08,,
TR00660,EMP0150,LOG,2024-05-28,Asset Movement,Hotel/Lodging,167.57,,
TR00661,EMP0098,OPS,2023-12-26,Asset Management,Hotel/Lodging,107.46,,
TR00662,EMP0043,OPS,2023-11-18,Asset Management,Hotel/Lodging,337.49,,
TR00663,EMP0095,FIN,2023-11-08,Asset Movement,Ground Transportation,56.15,,
TR00664,EMP0124,TRANS,2023-12-27,Asset Management,Hotel/Lodging,313.07,,
TR00665,EMP0014,PMO,2024-02-06,Asset Movement,Ground Transportation,164.8,,
TR00666,EMP0095,FIN,2024-07-22,Asset Management,Mileage,105.39,157.3,105.39
TR00667,EMP0120,PMO,2024-08-01,Asset Movement,Ground Transportation,98.62,,
TR00668,EMP0011,ADMIN,2024-03-14,Asset Movement,Hotel/Lodging,347.07,,
TR00669,EMP0103,PMO,2024-07-28,Asset Management,Ground Transportation,153.35,,
TR00670,EMP0039,OPS,2024-04-15,Asset Management,Ground Transportation,103.58,,
TR00671,EMP0124,TRANS,2024-08-11,Asset Management,Hotel/Lodging,144.71,,
TR00672,EMP0147,TRANS,2024-08-13,Asset Management,Air Transportation,380.34,,
TR00673,EMP0092,FIN,2024-07-28,Asset Movement,Hotel/Lodging,267.64,,
TR00674,EMP0065,LOG,2024-09-17,Asset Movement,Mileage,91.39,136.4,91.39
TR00675,EMP0087,TRANS,2024-06-09,Asset Movement,Hotel/Lodging,129.14,,
TR00676,EMP0036,LOG,2023-12-30,Asset Management,Ground Transportation,179.5,,
TR00677,EMP0115,OPS,2024-02-18,Asset Management,Hotel/Lodging,210.31,,
TR00678,EMP0020,ADMIN,2023-11-20,Asset Movement,Hotel/Lodging,213.75,,
TR00679,EMP0026,TRANS,2023-12-06,Asset Movement,Mileage,243.68,363.7,243.68
TR00680,EMP0139,OPS,2024-07-03,Asset Management,Air Transportation,1196.15,,
TR00681,EMP0090,OPS,2024-04-13,Asset Management,Hotel/Lodging,96.54,,
TR00682,EMP0052,OPS,2023-12-30,Asset Management,Mileage,412.85,616.2,412.85
TR00683,EMP0100,TRANS,2024-07-07,Asset Movement,Mileage,395.3,590.0,395.3
TR00684,EMP0092,FIN,2024-06-01,Asset Management,Ground Transportation,116.3,,
TR00685,EMP0077,LOG,2024-06-19,Asset Management,Air Transportation,518.05,,
TR00686,EMP0018,LOG,2023-10-27,Asset Movement,Mileage,265.19,395.8,265.19
TR00687,EMP0052,OPS,2024-04-17,Asset Movement,Mileage,378.42,564.8,378.42
TR00688,EMP0041,FIN,2023-10-13,Asset Movement,Ground Transportation,104.78,,
TR00689,EMP0020,ADMIN,2024-05-06,Asset Management,Hotel/Lodging,293.4,,
TR00690,EMP0097,FIN,2024-07-17,Asset Movement,Hotel/Lodging,93.6,,
TR00691,EMP0026,TRANS,2024-03-01,Asset Movement,Air Transportation,1126.68,,
TR00692,EMP0004,ADMIN,2024-08-19,Asset Movement,Mileage,133.53,199.3,133.53
TR00693,EMP0120,PMO,2024-04-25,Asset Movement,Air Transportation,1097.96,,
TR00694,EMP0004,ADMIN,2024-04-09,Asset Management,Ground Transportation,94.31,,
TR00695,EMP0095,FIN,2024-02-05,Asset Movement,Ground Transportation,124.27,,
TR00696,EMP0064,LOG,2024-08-16,Asset Management,Mileage,156.04,232.9,156.04
TR00697,EMP0042,FIN,2023-12-22,Asset Movement,Ground Transportation,96.52,,
TR00698,EMP0058,PMO,2024-03-18,Asset Management,Hotel/Lodging,338.08,,
TR00699,EMP0101,TRANS,2024-05-13,Asset Management,Mileage,258.15,385.3,258.15
TR00700,EMP0017,FIN,2024-04-25,Asset Movement,Hotel/Lodging,189.12,,
TR00701,EMP0092,FIN,2024-08-20,Asset Management,Hotel/Lodging,175.91,,
TR00702,EMP0003,OPS,2023-10-20,Asset Movement,Hotel/Lodging,330.76,,
TR00703,EMP0150,LOG,2024-05-23,Asset Movement,Ground Transportation,39.6,,
TR00704,EMP0064,LOG,2024-06-04,Asset Management,Hotel/Lodging,240.54,,
TR00705,EMP0003,OPS,2023-11-30,Asset Movement,Air Transportation,425.01,,
TR00706,EMP0117,PMO,2023-11-03,Asset Management,Air Transportation,779.1,,
TR00707,EMP0133,FIN,2023-12-28,Asset Movement,Mileage,331.11,494.2,331.11
TR00708,EMP0148,ADMIN,2024-04-08,Asset Management,Ground Transportation,118.77,,
TR00709,EMP0103,PMO,2024-02-29,Asset Movement,Air Transportation,879.71,,
TR00710,EMP0066,PMO,2024-08-28,Asset Management,Ground Transportation,15.53,,
TR00711,EMP0012,ADMIN,2024-03-08,Asset Management,Hotel/Lodging,133.64,,
TR00712,EMP0081,ADMIN,2024-09-01,Asset Management,Mileage,75.58,112.8,75.58
TR00713,EMP0047,FIN,2024-08-28,Asset Management,Ground Transportation,178.59,,
TR00714,EMP0065,LOG,2023-11-30,Asset Management,Air Transportation,214.28,,
TR00715,EMP0051,TRANS,2024-09-21,Asset Management,Hotel/Lodging,222.7,,
TR00716,EMP0064,LOG,2024-04-09,Asset Management,Mileage,193.83,289.3,193.83
TR00717,EMP0057,ADMIN,2024-06-13,Asset Management,Mileage,180.03,268.7,180.03
TR00718,EMP0045,OPS,2024-07-12,Asset Movement,Ground Transportation,179.44,,
TR00719,EMP0067,PMO,2024-05-15,Asset Movement,Ground Transportation,136.09,,
TR00720,EMP0034,LOG,2024-08-11,Asset Management,Hotel/Lodging,160.08,,
TR00721,EMP0105,FIN,2023-12-03,Asset Management,Mileage,132.39,197.6,132.39
TR00722,EMP0100,TRANS,2024-03-31,Asset Management,Hotel/Lodging,321.75,,
TR00723,EMP0035,FIN,2024-09-08,Asset Movement,Mileage,311.88,465.5,311.88
TR00724,EMP0143,TRANS,2024-07-18,Asset Movement,Hotel/Lodging,298.09,,
TR00725,EMP0054,ADMIN,2024-01-19,Asset Movement,Mileage,119.19,177.9,119.19
TR00726,EMP0144,TRANS,2023-10-09,Asset Movement,Hotel/Lodging,337.25,,
TR00727,EMP0015,LOG,2023-11-21,Asset Movement,Air Transportation,1124.67,,
TR00728,EMP0036,LOG,2024-08-07,Asset Management,Hotel/Lodging,170.42,,
TR00729,EMP0139,OPS,2023-12-20,Asset Movement,Air Transportation,814.85,,
TR00730,EMP0149,TRANS,2024-05-11,Asset Management,Mileage,108.07,161.3,108.07
TR00731,EMP0134,TRANS,2023-11-16,Asset Movement,Air Transportation,1102.68,,
TR00732,EMP0128,PMO,2024-01-06,Asset Management,Hotel/Lodging,146.09,,
TR00733,EMP0099,LOG,2023-10-01,Asset Management,Mileage,405.48,605.2,405.48
TR00734,EMP0147,TRANS,2024-05-16,Asset Movement,Mileage,195.57,291.9,195.57
TR00735,EMP0109,LOG,2024-01-25,Asset Movement,Ground Transportation,130.67,,
TR00736,EMP0063,TRANS,2024-08-03,Asset Movement,Ground Transportation,18.6,,
TR00737,EMP0096,FIN,2024-07-26,Asset Movement,Ground Transportation,90.62,,
TR00738,EMP0079,FIN,2023-12-07,Asset Management,Air Transportation,308.67,,
TR00739,EMP0016,ADMIN,2023-12-24,Asset Management,Air Transportation,371.35,,
TR00740,EMP0035,FIN,2023-11-10,Asset Movement,Ground Transportation,43.11,,
TR00741,EMP0012,ADMIN,2024-03-28,Asset Management,Mileage,116.92,174.5,116.92
TR00742,EMP0115,OPS,2023-12-27,Asset Management,Ground Transportation,153.97,,
TR00743,EMP0142,FIN,2024-05-01,Asset Movement,Ground Transportation,37.65,,
TR00744,EMP0026,TRANS,2023-10-04,Asset Management,Air Transportation,410.12,,
TR00745,EMP0088,LOG,2023-12-18,Asset Movement,Air Transportation,220.75,,
TR00746,EMP0085,FIN,2024-07-30,Asset Movement,Mileage,55.21,82.4,55.21
TR00747,EMP0061,TRANS,2024-03-02,Asset Management,Mileage,357.85,534.1,357.85
TR00748,EMP0019,FIN,2024-02-22,Asset Movement,Hotel/Lodging,251.29,,
TR00749,EMP0097,FIN,2024-01-04,Asset Management,Mileage,189.21,282.4,189.21
TR00750,EMP0106,FIN,2024-07-19,Asset Movement,Air Transportation,454.39,,
TR00751,EMP0093,FIN,2024-06-10,Asset Movement,Hotel/Lodging,249.49,,
TR00752,EMP0148,ADMIN,2024-02-17,Asset Management,Hotel/Lodging,252.25,,
TR00753,EMP0068,OPS,2024-04-28,Asset Management,Ground Transportation,19.39,,
TR00754,EMP0127,PMO,2024-06-24,Asset Movement,Air Transportation,232.52,,
TR00755,EMP0062,ADMIN,2023-11-14,Asset Movement,Air Transportation,873.29,,
TR00756,EMP0148,ADMIN,2024-05-09,Asset Management,Ground Transportation,55.19,,
TR00757,EMP0113,LOG,2023-10-24,Asset Management,Air Transportation,613.33,,
TR00758,EMP0032,OPS,2023-10-28,Asset Movement,Mileage,47.23,70.5,47.23
TR00759,EMP0045,OPS,2023-12-23,Asset Movement,Ground Transportation,128.47,,
TR00760,EMP0072,OPS,2024-08-24,Asset Movement,Mileage,60.1,89.7,60.1
TR00761,EMP0125,LOG,2024-03-06,Asset Movement,Ground Transportation,49.21,,
TR00762,EMP0075,FIN,2023-12-27,Asset Movement,Mileage,215.94,322.3,215.94
TR00763,EMP0083,TRANS,2023-10-05,Asset Movement,Mileage,411.72,614.5,411.72
TR00764,EMP0079,FIN,2023-11-03,Asset Management,Ground Transportation,70.18,,
TR00765,EMP0115,OPS,2024-01-23,Asset Movement,Mileage,175.61,262.1,175.61
TR00766,EMP0087,TRANS,2024-01-17,Asset Management,Mileage,27.54,41.1,27.54
TR00767,EMP0098,OPS,2023-11-25,Asset Management,Air Transportation,1180.92,,
TR00768,EMP0080,OPS,2024-08-10,Asset Movement,Mileage,313.29,467.6,313.29
TR00769,EMP0103,PMO,2024-02-15,Asset Movement,Mileage,348.47,520.1,348.47
TR00770,EMP0105,FIN,2024-08-22,Asset Management,Air Transportation,849.25,,
TR00771,EMP0144,TRANS,2024-01-18,Asset Movement,Air Transportation,254.87,,
TR00772,EMP0070,LOG,2024-04-24,Asset Management,Ground Transportation,46.78,,
TR00773,EMP0118,ADMIN,2024-04-21,Asset Management,Hotel/Lodging,214.33,,
TR00774,EMP0113,LOG,2024-07-10,Asset Movement,Ground Transportation,153.28,,
TR00775,EMP0037,OPS,2024-04-06,Asset Movement,Air Transportation,1113.57,,
TR00776,EMP0014,PMO,2024-04-12,Asset Management,Ground Transportation,153.89,,
TR00777,EMP0103,PMO,2024-01-06,Asset Movement,Ground Transportation,131.16,,
TR00778,EMP0061,TRANS,2024-09-29,Asset Management,Ground Transportation,17.84,,
TR00779,EMP0087,TRANS,2024-04-05,Asset Movement,Hotel/Lodging,319.76,,
TR00780,EMP0015,LOG,2024-01-22,Asset Management,Mileage,163.15,243.5,163.15
TR00781,EMP0122,FIN,2024-09-09,Asset Management,Ground Transportation,126.67,,
TR00782,EMP0052,OPS,2024-07-17,Asset Movement,Air Transportation,279.84,,
TR00783,EMP0095,FIN,2024-03-05,Asset Movement,Hotel/Lodging,345.69,,
TR00784,EMP0030,ADMIN,2023-11-26,Asset Management,Hotel/Lodging,337.83,,
TR00785,EMP0117,PMO,2024-03-30,Asset Movement,Ground Transportation,48.32,,
TR00786,EMP0067,PMO,2024-05-15,Asset Movement,Ground Transportation,179.26,,
TR00787,EMP0057,ADMIN,2023-11-01,Asset Management,Mileage,35.64,53.2,35.64
TR00788,EMP0132,OPS,2024-05-26,Asset Movement,Ground Transportation,51.68,,
TR00789,EMP0048,OPS,2024-05-04,Asset Movement,Mileage,342.91,511.8,342.91
TR00790,EMP0099,LOG,2023-11-01,Asset Movement,Ground Transportation,128.82,,
TR00791,EMP0033,PMO,2024-08-27,Asset Management,Hotel/Lodging,200.5,,
TR00792,EMP0123,PMO,2024-03-04,Asset Movement,Ground Transportation,43.6,,
TR00793,EMP0076,FIN,2024-01-13,Asset Movement,Hotel/Lodging,105.3,,
TR00794,EMP0047,FIN,2024-02-28,Asset Movement,Air Transportation,409.9,,
TR00795,EMP0034,LOG,2024-08-02,Asset Movement,Ground Transportation,93.14,,
TR00796,EMP0040,ADMIN,2024-09-04,Asset Management,Hotel/Lodging,167.55,,
TR00797,EMP0051,TRANS,2024-04-14,Asset Movement,Hotel/Lodging,134.93,,
TR00798,EMP0074,TRANS,2024-02-21,Asset Movement,Mileage,194.03,289.6,194.03
TR00799,EMP0008,TRANS,2024-08-30,Asset Management,Hotel/Lodging,283.76,,
TR00800,EMP0118,ADMIN,2024-08-16,Asset Management,Hotel/Lodging,196.5,,
TR00801,EMP0123,PMO,2023-10-13,Asset Management,Hotel/Lodging,282.29,,
TR00802,EMP0015,LOG,2024-03-15,Asset Management,Hotel/Lodging,242.16,,
TR00803,EMP0086,TRANS,2024-04-10,Asset Movement,Hotel/Lodging,230.21,,
TR00804,EMP0065,LOG,2023-12-09,Asset Management,Air Transportation,1104.83,,
TR00805,EMP0065,LOG,2024-04-10,Asset Management,Air Transportation,855.72,,
TR00806,EMP0028,TRANS,2024-08-05,Asset Management,Ground Transportation,155.66,,
TR00807,EMP0049,PMO,2024-08-15,Asset Management,Ground Transportation,128.7,,
TR00808,EMP0051,TRANS,2024-08-20,Asset Management,Air Transportation,521.19,,
TR00809,EMP0065,LOG,2024-01-14,Asset Management,Ground Transportation,175.78,,
TR00810,EMP0040,ADMIN,2023-12-08,Asset Management,Hotel/Lodging,179.35,,
TR00811,EMP0071,PMO,2024-08-23,Asset Movement,Mileage,24.19,36.1,24.19
TR00812,EMP0038,OPS,2023-10-02,Asset Movement,Air Transportation,452.38,,
TR00813,EMP0135,PMO,2024-08-02,Asset Movement,Hotel/Lodging,238.5,,
TR00814,EMP0140,OPS,2024-02-17,Asset Management,Air Transportation,961.89,,
TR00815,EMP0002,OPS,2024-02-13,Asset Management,Air Transportation,426.93,,
TR00816,EMP0132,OPS,2024-05-30,Asset Movement,Air Transportation,347.4,,
TR00817,EMP0118,ADMIN,2024-03-14,Asset Movement,Hotel/Lodging,160.32,,
TR00818,EMP0039,OPS,2023-12-07,Asset Management,Hotel/Lodging,177.57,,
TR00819,EMP0134,TRANS,2024-01-15,Asset Management,Air Transportation,303.33,,
TR00820,EMP0004,ADMIN,2023-10-15,Asset Management,Air Transportation,851.72,,
TR00821,EMP0095,FIN,2024-05-28,Asset Management,Hotel/Lodging,317.61,,
TR00822,EMP0145,OPS,2023-10-05,Asset Movement,Hotel/Lodging,104.1,,
TR00823,EMP0123,PMO,2024-03-03,Asset Movement,Ground Transportation,121.22,,
TR00824,EMP0016,ADMIN,2024-03-10,Asset Movement,Mileage,245.29,366.1,245.29
TR00825,EMP0121,ADMIN,2024-05-12,Asset Management,Hotel/Lodging,263.41,,
TR00826,EMP0103,PMO,2023-10-11,Asset Management,Air Transportation,523.39,,
TR00827,EMP0004,ADMIN,2024-02-27,Asset Movement,Hotel/Lodging,260.49,,
TR00828,EMP0148,ADMIN,2024-03-09,Asset Movement,Ground Transportation,160.92,,
TR00829,EMP0059,FIN,2024-08-28,Asset Movement,Hotel/Lodging,326.08,,
TR00830,EMP0007,PMO,2024-01-07,Asset Movement,Air Transportation,394.39,,
TR00831,EMP0019,FIN,2023-12-10,Asset Movement,Air Transportation,327.93,,
TR00832,EMP0017,FIN,2023-12-08,Asset Movement,Air Transportation,618.06,,
TR00833,EMP0144,TRANS,2024-01-29,Asset Movement,Mileage,395.3,590.0,395.3
TR00834,EMP0014,PMO,2024-02-12,Asset Movement,Air Transportation,1133.0,,
TR00835,EMP0134,TRANS,2024-02-25,Asset Management,Mileage,225.52,336.6,225.52
TR00836,EMP0066,PMO,2024-02-11,Asset Management,Ground Transportation,43.25,,
TR00837,EMP0040,ADMIN,2023-10-27,Asset Management,Ground Transportation,97.49,,
TR00838,EMP0077,LOG,2024-06-12,Asset Management,Mileage,87.23,130.2,87.23
TR00839,EMP0142,FIN,2024-03-28,Asset Management,Air Transportation,845.26,,
TR00840,EMP0040,ADMIN,2023-11-16,Asset Movement,Mileage,349.54,521.7,349.54
TR00841,EMP0115,OPS,2023-11-13,Asset Movement,Ground Transportation,128.16,,
TR00842,EMP0004,ADMIN,2024-07-26,Asset Management,Air Transportation,258.37,,
TR00843,EMP0099,LOG,2024-06-25,Asset Movement,Air Transportation,943.06,,
TR00844,EMP0077,LOG,2024-08-12,Asset Movement,Air Transportation,630.09,,
TR00845,EMP0045,OPS,2024-08-13,Asset Movement,Mileage,162.54,242.6,162.54
TR00846,EMP0073,ADMIN,2023-11-15,Asset Management,Ground Transportation,74.49,,
TR00847,EMP0038,OPS,2024-03-31,Asset Management,Air Transportation,837.34,,
TR00848,EMP0048,OPS,2023-10-05,Asset Management,Mileage,30.82,46.0,30.82
TR00849,EMP0055,OPS,2024-03-18,Asset Movement,Air Transportation,1145.86,,
TR00850,EMP0057,ADMIN,2024-03-25,Asset Management,Hotel/Lodging,338.67,,
TR00851,EMP0090,OPS,2024-09-06,Asset Movement,Hotel/Lodging,213.69,,
TR00852,EMP0049,PMO,2023-10-18,Asset Movement,Hotel/Lodging,211.0,,
TR00853,EMP0023,FIN,2024-06-23,Asset Movement,Hotel/Lodging,107.76,,
TR00854,EMP0017,FIN,2024-05-07,Asset Movement,Mileage,390.61,583.0,390.61
TR00855,EMP0045,OPS,2024-02-01,Asset Movement,Air Transportation,645.55,,
TR00856,EMP0115,OPS,2023-12-02,Asset Management,Ground Transportation,40.81,,
TR00857,EMP0090,OPS,2023-10-23,Asset Movement,Ground Transportation,62.63,,
TR00858,EMP0132,OPS,2024-05-08,Asset Management,Hotel/Lodging,304.31,,
TR00859,EMP0027,OPS,2023-10-21,Asset Movement,Mileage,173.06,258.3,173.06
TR00860,EMP0108,TRANS,2024-02-17,Asset Movement,Hotel/Lodging,320.18,,
TR00861,EMP0002,OPS,2024-01-29,Asset Movement,Ground Transportation,116.53,,
TR00862,EMP0017,FIN,2023-12-18,Asset Movement,Air Transportation,1165.04,,
TR00863,EMP0031,PMO,2024-06-21,Asset Movement,Ground Transportation,167.45,,
TR00864,EMP0123,PMO,2024-05-27,Asset Movement,Ground Transportation,60.21,,
TR00865,EMP0104,PMO,2024-04-25,Asset Movement,Air Transportation,1126.71,,
TR00866,EMP0107,TRANS,2024-08-07,Asset Movement,Mileage,376.07,561.3,376.07
TR00867,EMP0040,ADMIN,2024-09-21,Asset Management,Mileage,190.35,284.1,190.35
TR00868,EMP0102,PMO,2024-08-21,Asset Management,Air Transportation,188.61,,
TR00869,EMP0118,ADMIN,2024-05-07,Asset Management,Air Transportation,805.37,,
TR00870,EMP0098,OPS,2023-10-01,Asset Management,Air Transportation,880.59,,
TR00871,EMP0057,ADMIN,2024-05-30,Asset Movement,Air Transportation,818.64,,
TR00872,EMP0071,PMO,2024-04-03,Asset Management,Hotel/Lodging,298.06,,
TR00873,EMP0132,OPS,2024-04-28,Asset Management,Mileage,215.87,322.2,215.87
TR00874,EMP0099,LOG,2024-06-03,Asset Movement,Mileage,383.37,572.2,383.37
TR00875,EMP0101,TRANS,2024-07-02,Asset Management,Hotel/Lodging,148.1,,
TR00876,EMP0060,ADMIN,2024-02-25,Asset Management,Hotel/Lodging,338.59,,
TR00877,EMP0146,PMO,2024-09-06,Asset Movement,Ground Transportation,109.33,,
TR00878,EMP0034,LOG,2023-12-28,Asset Movement,Hotel/Lodging,250.53,,
TR00879,EMP0019,FIN,2023-12-01,Asset Movement,Air Transportation,832.49,,
TR00880,EMP0115,OPS,2024-08-23,Asset Movement,Mileage,295.27,440.7,295.27
TR00881,EMP0066,PMO,2023-11-18,Asset Movement,Ground Transportation,60.88,,
TR00882,EMP0125,LOG,2024-03-30,Asset Movement,Hotel/Lodging,235.07,,
TR00883,EMP0112,OPS,2023-12-07,Asset Management,Hotel/Lodging,342.8,,
TR00884,EMP0015,LOG,2024-05-13,Asset Movement,Ground Transportation,129.5,,
TR00885,EMP0011,ADMIN,2024-03-23,Asset Movement,Ground Transportation,141.78,,
TR00886,EMP0140,OPS,2023-11-07,Asset Management,Air Transportation,888.83,,
TR00887,EMP0127,PMO,2023-10-27,Asset Management,Air Transportation,233.51,,
TR00888,EMP0145,OPS,2023-12-27,Asset Management,Ground Transportation,179.34,,
TR00889,EMP0050,OPS,2024-08-16,Asset Movement,Ground Transportation,154.43,,
TR00890,EMP0124,TRANS,2024-09-24,Asset Movement,Hotel/Lodging,216.4,,
TR00891,EMP0030,ADMIN,2024-06-16,Asset Management,Air Transportation,575.73,,
TR00892,EMP0033,PMO,2024-04-05,Asset Management,Mileage,390.68,583.1,390.68
TR00893,EMP0023,FIN,2023-10-08,Asset Management,Air Transportation,711.82,,
TR00894,EMP0089,OPS,2024-04-26,Asset Movement,Mileage,267.87,399.8,267.87
TR00895,EMP0102,PMO,2024-04-01,Asset Management,Air Transportation,1009.61,,
TR00896,EMP0117,PMO,2023-12-24,Asset Movement,Air Transportation,857.9,,
TR00897,EMP0086,TRANS,2024-03-13,Asset Management,Ground Transportation,141.82,,
TR00898,EMP0061,TRANS,2024-08-31,Asset Management,Air Transportation,575.2,,
TR00899,EMP0109,LOG,2024-05-02,Asset Management,Air Transportation,341.14,,
TR00900,EMP0002,OPS,2024-06-03,Asset Movement,Hotel/Lodging,214.22,,
TR00901,EMP0120,PMO,2024-05-22,Asset Movement,Mileage,150.48,224.6,150.48
TR00902,EMP0073,ADMIN,2024-02-22,Asset Movement,Air Transportation,441.8,,
TR00903,EMP0012,ADMIN,2024-08-01,Asset Movement,Mileage,298.95,446.2,298.95
TR00904,EMP0072,OPS,2024-07-22,Asset Management,Air Transportation,1022.97,,
TR00905,EMP0147,TRANS,2024-04-15,Asset Movement,Air Transportation,821.48,,
TR00906,EMP0111,TRANS,2024-06-08,Asset Movement,Mileage,405.35,605.0,405.35
TR00907,EMP0009,TRANS,2024-09-21,Asset Management,Hotel/Lodging,340.19,,
TR00908,EMP0036,LOG,2024-04-07,Asset Movement,Hotel/Lodging,273.75,,
TR00909,EMP0032,OPS,2024-09-07,Asset Movement,Mileage,227.26,339.2,227.26
TR00910,EMP0087,TRANS,2023-10-21,Asset Management,Air Transportation,1010.6,,
TR00911,EMP0045,OPS,2024-03-14,Asset Management,Ground Transportation,137.15,,
TR00912,EMP0141,OPS,2024-03-25,Asset Management,Mileage,46.97,70.1,46.97
TR00913,EMP0036,LOG,2024-07-13,Asset Movement,Mileage,367.23,548.1,367.23
TR00914,EMP0078,FIN,2024-08-24,Asset Management,Ground Transportation,159.62,,
TR00915,EMP0122,FIN,2023-11-17,Asset Management,Ground Transportation,84.45,,
TR00916,EMP0135,PMO,2024-01-16,Asset Movement,Mileage,181.57,271.0,181.57
TR00917,EMP0025,LOG,2024-01-01,Asset Movement,Ground Transportation,142.68,,
TR00918,EMP0146,PMO,2024-03-31,Asset Management,Hotel/Lodging,331.03,,
TR00919,EMP0026,TRANS,2024-05-15,Asset Management,Hotel/Lodging,321.71,,
TR00920,EMP0082,FIN,2024-06-03,Asset Management,Hotel/Lodging,339.13,,
TR00921,EMP0112,OPS,2024-01-12,Asset Movement,Air Transportation,349.0,,
TR00922,EMP0115,OPS,2024-07-18,Asset Movement,Air Transportation,1168.48,,
TR00923,EMP0066,PMO,2024-07-09,Asset Movement,Hotel/Lodging,242.52,,
TR00924,EMP0040,ADMIN,2024-05-28,Asset Management,Hotel/Lodging,262.74,,
TR00925,EMP0010,FIN,2024-07-12,Asset Management,Air Transportation,312.84,,
TR00926,EMP0070,LOG,2023-11-11,Asset Management,Air Transportation,927.34,,
TR00927,EMP0042,FIN,2024-03-12,Asset Management,Hotel/Lodging,328.37,,
TR00928,EMP0006,OPS,2024-09-01,Asset Management,Hotel/Lodging,195.77,,
TR00929,EMP0078,FIN,2024-01-10,Asset Management,Ground Transportation,60.53,,
TR00930,EMP0023,FIN,2024-06-01,Asset Management,Hotel/Lodging,106.5,,
TR00931,EMP0013,LOG,2024-09-15,Asset Management,Air Transportation,350.21,,
TR00932,EMP0074,TRANS,2024-08-14,Asset Management,Air Transportation,479.88,,
TR00933,EMP0064,LOG,2023-11-17,Asset Movement,Hotel/Lodging,317.39,,
TR00934,EMP0004,ADMIN,2024-08-16,Asset Management,Ground Transportation,134.98,,
TR00935,EMP0052,OPS,2024-03-06,Asset Management,Mileage,269.34,402.0,269.34
TR00936,EMP0144,TRANS,2023-11-21,Asset Management,Hotel/Lodging,235.9,,
TR00937,EMP0053,ADMIN,2024-01-06,Asset Movement,Hotel/Lodging,105.89,,
TR00938,EMP0120,PMO,2024-06-27,Asset Management,Hotel/Lodging,286.17,,
TR00939,EMP0110,FIN,2023-12-26,Asset Management,Air Transportation,1117.0,,
TR00940,EMP0070,LOG,2024-01-25,Asset Movement,Air Transportation,558.13,,
TR00941,EMP0015,LOG,2024-03-30,Asset Management,Ground Transportation,88.58,,
TR00942,EMP0112,OPS,2024-01-19,Asset Movement,Mileage,308.4,460.3,308.4
TR00943,EMP0105,FIN,2024-03-29,Asset Management,Air Transportation,1011.75,,
TR00944,EMP0033,PMO,2024-08-26,Asset Management,Ground Transportation,101.16,,
TR00945,EMP0034,LOG,2024-03-19,Asset Management,Air Transportation,401.36,,
TR00946,EMP0105,FIN,2024-01-26,Asset Movement,Ground Transportation,168.32,,
TR00947,EMP0126,PMO,2024-05-10,Asset Movement,Hotel/Lodging,307.42,,
TR00948,EMP0068,OPS,2024-09-17,Asset Management,Ground Transportation,130.27,,
TR00949,EMP0028,TRANS,2024-03-24,Asset Movement,Air Transportation,400.73,,
TR00950,EMP0080,OPS,2023-11-04,Asset Management,Air Transportation,319.72,,
