transaction_id,customer_id,transaction_date,merchant,category,amount,state,is_fraud
T002702,C0200,2024-03-13,Spotify,Entertainment,47.69,NY,0
T002703,C0145,2024-11-14,Kroger,Groceries,145.94,DC,0
T002704,C0122,2024-11-23,Airbnb,Travel,138.29,CA,0
T002705,C0008,2024-04-20,Comcast,Utilities,82.62,FL,0
T002706,C0186,2024-06-15,AMC Theaters,Entertainment,41.86,IL,0
T002707,C0093,2024-12-02,AMC Theaters,Entertainment,54.34,VA,0
T002708,C0073,2024-07-27,Safeway,Groceries,179.71,NY,0
T002709,C0037,2024-01-16,ExxonMobil,Gas,52.96,IL,0
T002710,C0038,2024-10-05,ExxonMobil,Gas,60.59,DC,0
T002711,C0069,2024-10-20,Local Bistro,Dining,51.61,TX,0
T002712,C0019,2024-10-14,Netflix,Entertainment,31.51,TX,0
T002713,C0173,2024-09-27,Marriott,Travel,285.27,FL,0
T002714,C0193,2024-04-08,McDonalds,Dining,95.49,IL,0
T002715,C0039,2024-09-17,Spotify,Entertainment,19.95,CA,0
T002716,C0008,2024-04-24,Airbnb,Travel,50.73,FL,0
T002717,C0132,2024-07-18,Chevron,Gas,23.76,FL,0
T002718,C0196,2024-02-08,BP,Gas,24.87,TX,0
T002719,C0157,2024-01-25,CVS Pharmacy,Healthcare,284.15,FL,0
T002720,C0015,2024-05-30,Amazon,Shopping,320.48,CA,0
T002721,C0189,2024-08-20,CVS Pharmacy,Healthcare,128.26,FL,0
T002722,C0162,2024-11-24,Steam,Entertainment,27.61,TX,0
T002723,C0187,2024-11-22,Walgreens,Healthcare,1738.17,MD,1
T002724,C0114,2024-03-24,Best Buy,Shopping,43.22,FL,0
T002725,C0036,2024-12-09,Chevron,Gas,27.8,IL,0
T002726,C0005,2024-11-16,Local Bistro,Dining,100.86,VA,0
T002727,C0013,2024-05-14,Delta Airlines,Travel,67.05,MD,0
T002728,C0173,2024-04-09,Amazon,Shopping,111.24,FL,0
T002729,C0023,2024-07-02,Uber,Travel,586.19,CA,0
T002730,C0089,2024-08-27,Shell,Gas,52.68,IL,0
T002731,C0003,2024-12-13,AMC Theaters,Entertainment,10.59,DC,0
T002732,C0001,2024-04-22,Shell,Gas,65.02,MD,0
T002733,C0132,2024-08-27,Walgreens,Healthcare,153.77,FL,0
T002734,C0089,2024-04-07,Shell,Gas,33.1,IL,0
T002735,C0171,2024-05-15,Walmart,Shopping,302.39,CA,0
T002736,C0044,2024-03-13,CVS Pharmacy,Healthcare,260.6,DC,0
T002737,C0012,2024-05-21,Local Bistro,Dining,41.32,NY,0
T002738,C0116,2024-02-22,Spotify,Entertainment,26.91,MD,0
T002739,C0037,2024-12-07,DC Water,Utilities,117.28,IL,0
T002740,C0020,2024-11-23,Trader Joes,Groceries,36.61,MD,0
T002741,C0151,2024-11-17,Delta Airlines,Travel,195.04,IL,0
T002742,C0108,2024-09-08,Uber,Travel,638.3,FL,0
T002743,C0113,2024-04-28,Steam,Entertainment,53.11,TX,0
T002744,C0030,2024-07-28,Uber,Travel,71.87,FL,0
T002745,C0193,2024-09-09,Verizon,Utilities,163.55,IL,0
T002746,C0185,2024-12-14,Chevron,Gas,75.63,VA,0
T002747,C0123,2024-09-11,Kroger,Groceries,62.47,VA,0
T002748,C0200,2024-07-05,Delta Airlines,Travel,623.4,NY,0
T002749,C0037,2024-04-02,Starbucks,Dining,34.63,IL,0
T002750,C0173,2024-07-20,Delta Airlines,Travel,559.06,FL,0
T002751,C0004,2024-02-23,Urgent Care,Healthcare,209.16,MD,0
T002752,C0039,2024-02-07,Starbucks,Dining,117.99,CA,0
T002753,C0146,2024-10-31,Chevron,Gas,77.29,DC,0
T002754,C0137,2024-08-08,Target,Shopping,317.37,MD,0
T002755,C0140,2024-03-05,Trader Joes,Groceries,180.59,DC,0
T002756,C0085,2024-12-05,Trader Joes,Groceries,171.52,VA,0
T002757,C0185,2024-11-27,Walmart,Shopping,78.04,VA,0
T002758,C0087,2024-05-25,Chipotle,Dining,48.15,TX,0
T002759,C0130,2024-12-21,Verizon,Utilities,141.32,CA,0
T002760,C0046,2024-08-17,Steam,Entertainment,26.48,IL,0
T002761,C0197,2024-11-11,Delta Airlines,Travel,389.0,FL,0
T002762,C0020,2024-09-10,Local Bistro,Dining,77.15,MD,0
T002763,C0139,2024-09-15,Airbnb,Travel,422.92,TX,0
T002764,C0034,2024-09-09,Walgreens,Healthcare,298.32,MD,0
T002765,C0165,2024-07-23,CVS Pharmacy,Healthcare,196.63,FL,0
T002766,C0061,2024-12-22,CVS Pharmacy,Healthcare,2736.79,MD,1
T002767,C0093,2024-11-13,Chevron,Gas,39.91,VA,0
T002768,C0010,2024-03-26,Whole Foods,Groceries,70.33,DC,0
T002769,C0200,2024-05-17,LabCorp,Healthcare,82.85,NY,0
T002770,C0101,2024-04-10,DC Water,Utilities,53.86,CA,0
T002771,C0157,2024-11-22,Target,Shopping,134.61,FL,0
T002772,C0175,2024-04-23,Best Buy,Shopping,435.15,CA,0
T002773,C0147,2024-07-26,McDonalds,Dining,28.09,DC,0
T002774,C0175,2024-09-29,Walgreens,Healthcare,230.83,CA,0
T002775,C0124,2024-07-18,Uber,Travel,175.76,CA,0
T002776,C0104,2024-06-24,AMC Theaters,Entertainment,34.14,IL,0
T002777,C0095,2024-09-15,Starbucks,Dining,21.68,IL,0
T002778,C0095,2024-11-26,CVS Pharmacy,Healthcare,151.99,IL,0
T002779,C0099,2024-11-08,CVS Pharmacy,Healthcare,102.93,FL,0
T002780,C0175,2024-04-24,Walmart,Shopping,18.69,CA,0
T002781,C0160,2024-02-27,Chipotle,Dining,110.53,CA,0
T002782,C0043,2024-09-24,Trader Joes,Groceries,169.94,VA,0
T002783,C0061,2024-02-14,Amazon,Shopping,421.7,MD,0
T002784,C0079,2024-05-30,McDonalds,Dining,59.9,DC,0
T002785,C0084,2024-04-20,Netflix,Entertainment,45.09,FL,0
T002786,C0055,2024-09-25,Chevron,Gas,25.84,NY,0
T002787,C0115,2024-01-09,CVS Pharmacy,Healthcare,288.34,CA,0
T002788,C0039,2024-02-14,McDonalds,Dining,13.87,CA,0
T002789,C0117,2024-12-22,Shell,Gas,55.5,MD,0
T002790,C0016,2024-01-04,Airbnb,Travel,253.76,IL,0
T002791,C0132,2024-03-24,Urgent Care,Healthcare,268.15,FL,0
T002792,C0143,2024-01-30,Chevron,Gas,77.33,NY,0
T002793,C0150,2024-10-02,Chevron,Gas,46.53,MD,0
T002794,C0043,2024-12-27,Airbnb,Travel,303.42,VA,0
T002795,C0190,2024-10-28,Walmart,Shopping,219.65,NY,0
T002796,C0082,2024-09-14,Target,Shopping,77.51,MD,0
T002797,C0031,2024-06-19,Local Bistro,Dining,12.79,NY,0
T002798,C0002,2024-03-20,Whole Foods,Groceries,164.29,CA,0
T002799,C0059,2024-05-01,Netflix,Entertainment,12.21,TX,0
T002800,C0030,2024-02-05,LabCorp,Healthcare,70.42,FL,0
T002801,C0124,2024-11-20,Trader Joes,Groceries,133.94,CA,0
T002802,C0047,2024-06-04,McDonalds,Dining,41.28,VA,0
T002803,C0158,2024-10-27,Chevron,Gas,57.2,TX,0
T002804,C0037,2024-08-04,Comcast,Utilities,106.33,IL,0
T002805,C0113,2024-03-17,Best Buy,Shopping,377.25,TX,0
T002806,C0132,2024-05-27,Uber,Travel,206.86,FL,0
T002807,C0135,2024-12-28,AMC Theaters,Entertainment,34.89,DC,0
T002808,C0189,2024-02-02,Marriott,Travel,144.72,FL,0
T002809,C0166,2024-11-15,Safeway,Groceries,36.67,NY,0
T002810,C0003,2024-07-31,Starbucks,Dining,38.86,DC,0
T002811,C0184,2024-01-13,Dominion Energy,Utilities,120.53,NY,0
T002812,C0104,2024-03-31,Local Bistro,Dining,96.56,IL,0
T002813,C0123,2024-05-13,Dominion Energy,Utilities,156.96,VA,0
T002814,C0161,2024-03-10,Best Buy,Shopping,198.77,FL,0
T002815,C0009,2024-11-12,Walgreens,Healthcare,36.17,CA,0
T002816,C0172,2024-12-02,DC Water,Utilities,124.15,NY,0
T002817,C0101,2024-08-13,Trader Joes,Groceries,192.86,CA,0
T002818,C0045,2024-12-17,Local Bistro,Dining,33.66,MD,0
T002819,C0184,2024-01-15,AMC Theaters,Entertainment,22.92,NY,0
T002820,C0148,2024-03-28,Steam,Entertainment,57.54,FL,0
T002821,C0084,2024-04-30,McDonalds,Dining,70.85,FL,0
T002822,C0043,2024-12-25,LabCorp,Healthcare,289.6,VA,0
T002823,C0139,2024-10-11,Spotify,Entertainment,56.68,TX,0
T002824,C0032,2024-09-09,DC Water,Utilities,67.21,VA,0
T002825,C0075,2024-10-19,Netflix,Entertainment,23.29,VA,0
T002826,C0148,2024-04-02,Verizon,Utilities,181.86,FL,0
T002827,C0150,2024-04-05,Verizon,Utilities,127.08,MD,0
T002828,C0042,2024-05-06,Safeway,Groceries,140.01,IL,0
T002829,C0195,2024-04-19,Verizon,Utilities,113.36,DC,0
T002830,C0084,2024-03-07,Marriott,Travel,161.93,FL,0
T002831,C0193,2024-07-05,Starbucks,Dining,53.68,IL,0
T002832,C0014,2024-01-20,AMC Theaters,Entertainment,53.59,TX,0
T002833,C0142,2024-09-22,DC Water,Utilities,115.59,VA,0
T002834,C0113,2024-12-20,Walgreens,Healthcare,224.59,TX,0
T002835,C0096,2024-05-01,Walgreens,Healthcare,194.85,FL,0
T002836,C0016,2024-01-09,Trader Joes,Groceries,70.06,IL,0
T002837,C0100,2024-02-26,McDonalds,Dining,60.62,IL,0
T002838,C0042,2024-01-12,Netflix,Entertainment,47.84,IL,0
T002839,C0043,2024-02-17,CVS Pharmacy,Healthcare,97.81,VA,0
T002840,C0168,2024-11-09,Netflix,Entertainment,50.28,TX,0
T002841,C0148,2024-02-12,Chevron,Gas,32.63,FL,0
T002842,C0024,2024-07-22,Starbucks,Dining,15.33,TX,0
T002843,C0039,2024-03-21,Starbucks,Dining,22.99,CA,0
T002844,C0180,2024-08-26,DC Water,Utilities,157.95,IL,0
T002845,C0030,2024-02-27,Chipotle,Dining,52.08,FL,0
T002846,C0047,2024-11-12,Whole Foods,Groceries,149.9,VA,0
T002847,C0186,2024-05-07,Urgent Care,Healthcare,67.41,IL,0
T002848,C0187,2024-05-30,Netflix,Entertainment,36.45,MD,0
T002849,C0087,2024-12-04,Netflix,Entertainment,14.84,TX,0
T002850,C0171,2024-03-17,Amazon,Shopping,385.71,CA,0
T002851,C0026,2024-01-12,McDonalds,Dining,96.88,CA,0
T002852,C0161,2024-01-05,Uber,Travel,482.32,FL,0
T002853,C0035,2024-07-11,Uber,Travel,146.61,TX,0
T002854,C0152,2024-06-28,Spotify,Entertainment,44.69,IL,0
T002855,C0017,2024-12-07,Trader Joes,Groceries,122.4,FL,0
T002856,C0200,2024-02-19,Verizon,Utilities,68.91,NY,0
T002857,C0037,2024-08-05,Target,Shopping,468.56,IL,0
T002858,C0139,2024-06-06,Urgent Care,Healthcare,231.15,TX,0
T002859,C0007,2024-03-20,Amazon,Shopping,27.44,VA,0
T002860,C0014,2024-07-04,Shell,Gas,56.86,TX,0
T002861,C0143,2024-01-31,Dominion Energy,Utilities,58.28,NY,0
T002862,C0114,2024-08-06,Local Bistro,Dining,1070.5,FL,1
T002863,C0033,2024-06-24,Amazon,Shopping,169.93,TX,0
T002864,C0041,2024-12-25,Trader Joes,Groceries,147.86,TX,0
T002865,C0064,2024-01-09,Whole Foods,Groceries,130.9,IL,0
T002866,C0104,2024-07-07,DC Water,Utilities,101.94,IL,0
T002867,C0160,2024-08-14,McDonalds,Dining,74.91,CA,0
T002868,C0090,2024-08-05,LabCorp,Healthcare,254.62,DC,0
T002869,C0065,2024-03-11,Verizon,Utilities,172.25,CA,0
T002870,C0112,2024-01-23,Whole Foods,Groceries,119.89,TX,0
T002871,C0132,2024-04-16,Chipotle,Dining,12.93,FL,0
T002872,C0106,2024-08-18,Netflix,Entertainment,26.93,MD,0
T002873,C0024,2024-08-04,Comcast,Utilities,117.77,TX,0
T002874,C0133,2024-08-17,McDonalds,Dining,21.81,VA,0
T002875,C0185,2024-12-26,McDonalds,Dining,16.69,VA,0
T002876,C0131,2024-08-19,Kroger,Groceries,38.3,CA,0
T002877,C0183,2024-02-10,Spotify,Entertainment,58.28,NY,0
T002878,C0074,2024-09-08,LabCorp,Healthcare,97.07,VA,0
T002879,C0045,2024-01-13,Starbucks,Dining,11.92,MD,0
T002880,C0090,2024-08-06,Urgent Care,Healthcare,213.99,DC,0
T002881,C0128,2024-03-02,Trader Joes,Groceries,121.03,NY,0
T002882,C0172,2024-03-21,Steam,Entertainment,50.24,NY,0
T002883,C0113,2024-07-20,Best Buy,Shopping,226.85,TX,0
T002884,C0091,2024-03-11,Starbucks,Dining,86.94,NY,0
T002885,C0009,2024-07-25,Safeway,Groceries,94.66,CA,0
T002886,C0085,2024-02-29,Whole Foods,Groceries,29.1,VA,0
T002887,C0171,2024-05-09,Verizon,Utilities,36.35,CA,0
T002888,C0068,2024-10-15,Netflix,Entertainment,46.65,FL,0
T002889,C0162,2024-06-10,Amazon,Shopping,135.91,TX,0
T002890,C0017,2024-01-22,Walgreens,Healthcare,84.1,FL,0
T002891,C0010,2024-07-21,Best Buy,Shopping,394.91,DC,0
T002892,C0127,2024-04-11,Netflix,Entertainment,30.48,DC,0
T002893,C0031,2024-11-04,Chevron,Gas,53.39,NY,0
T002894,C0106,2024-03-17,Shell,Gas,32.98,MD,0
T002895,C0013,2024-10-19,DC Water,Utilities,75.25,MD,0
T002896,C0045,2024-04-03,Urgent Care,Healthcare,71.17,MD,0
T002897,C0132,2024-11-08,Amazon,Shopping,2278.72,FL,1
T002898,C0068,2024-12-04,Airbnb,Travel,154.67,FL,0
T002899,C0014,2024-02-24,Comcast,Utilities,45.13,TX,0
T002900,C0041,2024-02-18,Safeway,Groceries,172.93,TX,0
T002901,C0140,2024-07-08,Starbucks,Dining,85.28,DC,0
T002902,C0147,2024-02-27,Comcast,Utilities,44.2,DC,0
T002903,C0006,2024-02-06,Amazon,Shopping,485.7,NY,0
T002904,C0067,2024-03-23,Target,Shopping,382.55,NY,0
T002905,C0092,2024-09-16,Steam,Entertainment,25.56,MD,0
T002906,C0139,2024-01-14,Delta Airlines,Travel,244.63,TX,0
T002907,C0122,2024-12-07,Urgent Care,Healthcare,37.17,CA,0
T002908,C0049,2024-06-02,Shell,Gas,55.74,CA,0
T002909,C0166,2024-09-18,Starbucks,Dining,108.01,NY,0
T002910,C0152,2024-11-03,Target,Shopping,340.15,IL,0
T002911,C0130,2024-07-19,Airbnb,Travel,483.95,CA,0
T002912,C0123,2024-01-23,Safeway,Groceries,125.99,VA,0
T002913,C0031,2024-10-24,Amazon,Shopping,220.41,NY,0
T002914,C0012,2024-03-31,Comcast,Utilities,112.88,NY,0
T002915,C0177,2024-07-12,Spotify,Entertainment,24.47,NY,0
T002916,C0118,2024-05-29,BP,Gas,58.4,NY,0
T002917,C0108,2024-07-15,Best Buy,Shopping,280.2,FL,0
T002918,C0157,2024-05-16,Shell,Gas,47.18,FL,0
T002919,C0017,2024-03-19,Verizon,Utilities,125.34,FL,0
T002920,C0037,2024-10-23,Uber,Travel,620.04,IL,0
T002921,C0105,2024-01-01,Target,Shopping,258.73,DC,0
T002922,C0200,2024-09-30,Spotify,Entertainment,27.01,NY,0
T002923,C0059,2024-03-11,Kroger,Groceries,197.3,TX,0
T002924,C0039,2024-08-05,Verizon,Utilities,33.75,CA,0
T002925,C0023,2024-04-19,Amazon,Shopping,499.37,CA,0
T002926,C0194,2024-12-04,Spotify,Entertainment,46.55,NY,0
T002927,C0042,2024-02-25,Steam,Entertainment,17.8,IL,0
T002928,C0105,2024-04-05,Safeway,Groceries,196.58,DC,0
T002929,C0066,2024-07-24,CVS Pharmacy,Healthcare,106.41,FL,0
T002930,C0006,2024-05-22,Uber,Travel,612.86,NY,0
T002931,C0068,2024-08-07,Chipotle,Dining,44.97,FL,0
T002932,C0050,2024-01-15,Walmart,Shopping,397.03,MD,0
T002933,C0017,2024-02-03,DC Water,Utilities,161.31,FL,0
T002934,C0067,2024-07-24,Whole Foods,Groceries,103.11,NY,0
T002935,C0025,2024-08-14,Amazon,Shopping,146.37,TX,0
T002936,C0027,2024-11-14,Spotify,Entertainment,15.16,MD,0
T002937,C0097,2024-11-11,Best Buy,Shopping,336.64,FL,0
T002938,C0064,2024-06-08,Chevron,Gas,75.82,IL,0
T002939,C0080,2024-06-23,McDonalds,Dining,74.72,IL,0
T002940,C0169,2024-03-04,Whole Foods,Groceries,130.47,CA,0
T002941,C0174,2024-12-17,Delta Airlines,Travel,635.78,DC,0
T002942,C0064,2024-06-28,Shell,Gas,26.8,IL,0
T002943,C0109,2024-11-01,Trader Joes,Groceries,116.81,NY,0
T002944,C0102,2024-06-09,Steam,Entertainment,18.67,VA,0
T002945,C0166,2024-09-20,Delta Airlines,Travel,484.45,NY,0
T002946,C0154,2024-09-05,Kroger,Groceries,2140.16,NY,1
T002947,C0147,2024-06-01,Target,Shopping,272.22,DC,0
T002948,C0046,2024-07-11,Safeway,Groceries,199.76,IL,0
T002949,C0071,2024-09-11,Chevron,Gas,44.63,NY,0
T002950,C0112,2024-01-08,Target,Shopping,412.79,TX,0
T002951,C0081,2024-09-07,ExxonMobil,Gas,65.38,IL,0
T002952,C0008,2024-06-12,Dominion Energy,Utilities,194.01,FL,0
T002953,C0130,2024-03-07,Kroger,Groceries,63.65,CA,0
T002954,C0067,2024-03-07,Chevron,Gas,71.26,NY,0
T002955,C0108,2024-01-28,LabCorp,Healthcare,41.44,FL,0
T002956,C0155,2024-01-28,Walgreens,Healthcare,12.66,CA,0
T002957,C0109,2024-03-01,Marriott,Travel,181.18,NY,0
T002958,C0196,2024-09-01,DC Water,Utilities,147.97,TX,0
T002959,C0103,2024-11-09,Uber,Travel,697.66,VA,1
T002960,C0072,2024-07-09,Chipotle,Dining,110.18,VA,0
T002961,C0065,2024-01-04,Shell,Gas,65.63,CA,0
T002962,C0004,2024-10-28,Local Bistro,Dining,66.79,MD,0
T002963,C0183,2024-04-10,Comcast,Utilities,178.69,NY,0
T002964,C0153,2024-01-07,Urgent Care,Healthcare,279.99,NY,0
T002965,C0035,2024-03-25,ExxonMobil,Gas,58.32,TX,0
T002966,C0038,2024-01-28,Starbucks,Dining,32.43,DC,0
T002967,C0189,2024-04-26,Dominion Energy,Utilities,103.11,FL,0
T002968,C0187,2024-08-24,Shell,Gas,53.25,MD,0
T002969,C0163,2024-05-15,Uber,Travel,760.99,MD,0
T002970,C0033,2024-09-14,Starbucks,Dining,45.67,TX,0
T002971,C0193,2024-01-17,Amazon,Shopping,342.77,IL,0
T002972,C0079,2024-11-29,LabCorp,Healthcare,145.49,DC,0
T002973,C0051,2024-03-12,Chipotle,Dining,113.89,DC,0
T002974,C0183,2024-10-02,Dominion Energy,Utilities,134.51,NY,0
T002975,C0126,2024-08-12,Local Bistro,Dining,109.13,MD,0
T002976,C0053,2024-11-26,Spotify,Entertainment,40.28,DC,0
T002977,C0126,2024-04-08,Delta Airlines,Travel,700.71,MD,0
T002978,C0098,2024-08-31,Delta Airlines,Travel,1857.25,CA,1
T002979,C0018,2024-01-22,BP,Gas,35.3,CA,0
T002980,C0050,2024-11-07,Kroger,Groceries,198.98,MD,0
T002981,C0084,2024-11-15,Uber,Travel,720.35,FL,0
T002982,C0059,2024-01-19,Amazon,Shopping,431.05,TX,0
T002983,C0163,2024-07-21,Chipotle,Dining,58.46,MD,0
T002984,C0132,2024-06-25,Local Bistro,Dining,118.78,FL,0
T002985,C0066,2024-05-14,LabCorp,Healthcare,133.97,FL,0
T002986,C0054,2024-08-31,CVS Pharmacy,Healthcare,184.8,CA,0
T002987,C0181,2024-11-24,Chipotle,Dining,85.49,MD,0
T002988,C0186,2024-11-25,Walgreens,Healthcare,182.77,IL,0
T002989,C0117,2024-11-14,Best Buy,Shopping,290.43,MD,0
T002990,C0151,2024-06-05,Delta Airlines,Travel,794.91,IL,0
T002991,C0149,2024-02-23,Airbnb,Travel,255.68,NY,0
T002992,C0036,2024-04-29,Best Buy,Shopping,32.67,IL,0
T002993,C0187,2024-03-30,ExxonMobil,Gas,36.07,MD,0
T002994,C0143,2024-03-24,Steam,Entertainment,33.68,NY,0
T002995,C0027,2024-11-26,Delta Airlines,Travel,544.65,MD,0
T002996,C0101,2024-03-29,Marriott,Travel,437.81,CA,0
T002997,C0013,2024-03-15,AMC Theaters,Entertainment,11.66,MD,0
T002998,C0004,2024-03-30,Marriott,Travel,2229.16,MD,1
T002999,C0099,2024-07-13,DC Water,Utilities,49.48,FL,0
T003000,C0131,2024-03-03,DC Water,Utilities,31.9,CA,0
T003001,C0076,2024-07-15,Spotify,Entertainment,48.83,VA,0
T003002,C0186,2024-06-12,Spotify,Entertainment,40.74,IL,0
T003003,C0022,2024-05-21,Kroger,Groceries,95.81,NY,0
T003004,C0141,2024-06-10,Marriott,Travel,282.0,VA,0
T003005,C0151,2024-01-18,CVS Pharmacy,Healthcare,11.06,IL,0
T003006,C0005,2024-04-03,DC Water,Utilities,30.6,VA,0
T003007,C0072,2024-08-12,Urgent Care,Healthcare,251.89,VA,0
T003008,C0177,2024-08-09,Kroger,Groceries,195.04,NY,0
T003009,C0109,2024-02-07,Amazon,Shopping,21.33,NY,0
T003010,C0095,2024-12-28,Amazon,Shopping,58.79,IL,0
T003011,C0058,2024-08-16,Amazon,Shopping,277.7,IL,0
T003012,C0158,2024-01-22,Best Buy,Shopping,2432.51,TX,1
T003013,C0195,2024-08-02,Steam,Entertainment,35.15,DC,0
T003014,C0037,2024-03-22,Chevron,Gas,43.3,IL,0
T003015,C0004,2024-10-12,Steam,Entertainment,35.55,MD,0
T003016,C0145,2024-09-27,Local Bistro,Dining,119.45,DC,0
T003017,C0125,2024-01-16,McDonalds,Dining,50.81,DC,0
T003018,C0047,2024-02-09,Urgent Care,Healthcare,175.11,VA,0
T003019,C0006,2024-01-12,AMC Theaters,Entertainment,56.88,NY,0
T003020,C0180,2024-11-19,Urgent Care,Healthcare,161.37,IL,0
T003021,C0048,2024-06-03,Shell,Gas,78.67,MD,0
T003022,C0002,2024-02-07,Walgreens,Healthcare,237.35,CA,0
T003023,C0131,2024-08-23,CVS Pharmacy,Healthcare,151.13,CA,0
T003024,C0024,2024-05-31,Airbnb,Travel,338.82,TX,0
T003025,C0020,2024-05-23,Starbucks,Dining,20.11,MD,0
T003026,C0104,2024-05-16,Airbnb,Travel,182.77,IL,0
T003027,C0123,2024-08-18,CVS Pharmacy,Healthcare,25.48,VA,0
T003028,C0068,2024-03-08,LabCorp,Healthcare,40.52,FL,0
T003029,C0175,2024-09-05,Walmart,Shopping,419.22,CA,0
T003030,C0112,2024-10-22,Delta Airlines,Travel,156.15,TX,0
T003031,C0094,2024-12-29,Verizon,Utilities,127.67,NY,0
T003032,C0013,2024-04-22,Local Bistro,Dining,111.79,MD,0
T003033,C0105,2024-08-23,Amazon,Shopping,98.26,DC,0
T003034,C0072,2024-09-14,Comcast,Utilities,57.7,VA,0
T003035,C0084,2024-01-30,Amazon,Shopping,58.15,FL,0
T003036,C0133,2024-12-18,Marriott,Travel,246.36,VA,0
T003037,C0024,2024-02-07,Airbnb,Travel,342.11,TX,0
T003038,C0198,2024-09-03,CVS Pharmacy,Healthcare,29.11,DC,0
T003039,C0144,2024-02-29,Whole Foods,Groceries,123.38,TX,0
T003040,C0157,2024-02-25,Airbnb,Travel,785.79,FL,0
T003041,C0081,2024-02-11,Airbnb,Travel,610.65,IL,0
T003042,C0093,2024-01-28,Steam,Entertainment,50.14,VA,0
T003043,C0012,2024-02-06,Kroger,Groceries,165.74,NY,0
T003044,C0175,2024-09-04,Whole Foods,Groceries,66.16,CA,0
T003045,C0168,2024-10-14,McDonalds,Dining,88.25,TX,0
T003046,C0059,2024-07-30,Airbnb,Travel,494.82,TX,0
T003047,C0106,2024-10-31,Walgreens,Healthcare,84.56,MD,0
T003048,C0197,2024-02-15,Local Bistro,Dining,115.53,FL,0
T003049,C0132,2024-04-13,Airbnb,Travel,653.58,FL,0
T003050,C0022,2024-01-19,Netflix,Entertainment,19.18,NY,0
T003051,C0091,2024-12-16,BP,Gas,30.99,NY,0
T003052,C0076,2024-08-12,Spotify,Entertainment,19.08,VA,0
T003053,C0062,2024-08-03,Walgreens,Healthcare,163.68,IL,0
T003054,C0070,2024-08-07,Shell,Gas,46.87,IL,0
T003055,C0057,2024-10-04,Walmart,Shopping,259.14,VA,0
T003056,C0046,2024-07-14,Walgreens,Healthcare,277.13,IL,0
T003057,C0162,2024-03-11,Best Buy,Shopping,276.99,TX,0
T003058,C0014,2024-05-21,DC Water,Utilities,149.8,TX,0
T003059,C0115,2024-02-10,LabCorp,Healthcare,115.62,CA,0
T003060,C0053,2024-10-31,Delta Airlines,Travel,75.51,DC,0
T003061,C0197,2024-01-22,CVS Pharmacy,Healthcare,153.08,FL,0
T003062,C0188,2024-04-29,Whole Foods,Groceries,37.95,NY,0
T003063,C0026,2024-02-18,DC Water,Utilities,132.17,CA,0
T003064,C0037,2024-12-26,LabCorp,Healthcare,283.3,IL,0
T003065,C0014,2024-11-20,Marriott,Travel,67.84,TX,0
T003066,C0095,2024-05-17,Spotify,Entertainment,43.42,IL,0
T003067,C0046,2024-12-07,Whole Foods,Groceries,44.34,IL,0
T003068,C0081,2024-01-06,CVS Pharmacy,Healthcare,55.79,IL,0
T003069,C0180,2024-06-12,Whole Foods,Groceries,39.98,IL,0
T003070,C0185,2024-12-01,Uber,Travel,564.79,VA,0
T003071,C0113,2024-08-12,CVS Pharmacy,Healthcare,91.93,TX,0
T003072,C0127,2024-12-26,Local Bistro,Dining,31.04,DC,0
T003073,C0153,2024-12-28,Safeway,Groceries,153.77,NY,0
T003074,C0165,2024-12-07,Trader Joes,Groceries,155.18,FL,0
T003075,C0003,2024-12-12,ExxonMobil,Gas,57.32,DC,0
T003076,C0198,2024-12-19,Trader Joes,Groceries,181.51,DC,0
T003077,C0072,2024-01-17,Walgreens,Healthcare,264.7,VA,0
T003078,C0130,2024-02-06,Amazon,Shopping,278.24,CA,0
T003079,C0025,2024-11-11,Spotify,Entertainment,38.91,TX,0
T003080,C0140,2024-05-04,LabCorp,Healthcare,273.7,DC,0
T003081,C0088,2024-07-04,Delta Airlines,Travel,340.94,NY,0
T003082,C0105,2024-11-25,Verizon,Utilities,33.27,DC,0
T003083,C0141,2024-10-06,Whole Foods,Groceries,89.63,VA,0
T003084,C0068,2024-09-02,Trader Joes,Groceries,110.17,FL,0
T003085,C0033,2024-10-18,AMC Theaters,Entertainment,51.66,TX,0
T003086,C0179,2024-01-11,Walgreens,Healthcare,10.81,IL,0
T003087,C0097,2024-06-16,Uber,Travel,56.04,FL,0
T003088,C0090,2024-09-09,Whole Foods,Groceries,58.25,DC,0
T003089,C0066,2024-04-04,Airbnb,Travel,264.4,FL,0
T003090,C0066,2024-11-17,Delta Airlines,Travel,190.08,FL,0
T003091,C0180,2024-04-23,Marriott,Travel,280.79,IL,0
T003092,C0018,2024-10-19,Whole Foods,Groceries,27.17,CA,0
T003093,C0108,2024-05-05,Safeway,Groceries,21.01,FL,0
T003094,C0139,2024-05-04,ExxonMobil,Gas,20.84,TX,0
T003095,C0030,2024-07-20,Local Bistro,Dining,58.85,FL,0
T003096,C0158,2024-12-13,Safeway,Groceries,80.21,TX,0
T003097,C0117,2024-06-14,Urgent Care,Healthcare,258.59,MD,0
T003098,C0023,2024-06-08,Airbnb,Travel,175.62,CA,0
T003099,C0062,2024-01-05,BP,Gas,73.08,IL,0
T003100,C0095,2024-02-09,Walgreens,Healthcare,84.19,IL,0
T003101,C0007,2024-08-15,Delta Airlines,Travel,135.9,VA,0
T003102,C0042,2024-04-02,Netflix,Entertainment,15.4,IL,0
